1,29
2,90
3,68
4,50
5,42
6,56
7,35
8,53
9,42
10,25
11,39
12,52
13,72
14,53
15,58
16,58
17,76
18,43
19,71
20,45
21,35
22,49
23,43
24,36
25,50
26,48
27,48
28,47
29,25
30,51
